drugs,smiles
TWIRLA,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34.C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O
ESIDRIX,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
CEFOTAXIME SODIUM,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/C3=CSC(=N3)N)SC1)C(=O)[O-].[Na+]
DIPHENHYDRAMINE HYDROCHLORIDE PRESERVATIVE FREE,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.Cl
REGONOL,C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-]
CEFIXIME,C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OCC(=O)O)/C3=CSC(=N3)N)SC1)C(=O)O
AMMONIUM CHLORIDE 2.14%,[NH4+].[Cl-]
GLOPERBA,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC
SUCOSTRIN,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
FACTIVE,CO/N=C/1\CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F.CS(=O)(=O)O
SOTALOL HYDROCHLORIDE,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O.Cl
BILIVIST,CN(C)C=NC1=C(C=C(C(=C1I)CCC(=O)[O-])I)I.[Na+]
OPHTHOCORT,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O
ADENOSINE,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N
MINTEZOL,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3
OVULEN-21,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O
"ORPHENADRINE CITRATE, ASPIRIN, AND CAFFEINE",CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C.CC(=O)OC1=CC=CC=C1C(=O)O.CN1C=NC2=C1C(=O)N(C(=O)N2C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
ALLERNAZE,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O
TRIAMCINOLONE,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@H]([C@@]2(C(=O)CO)O)O)CCC4=CC(=O)C=C[C@@]43C)F)O
CORDRAN,C[C@]12CCC(=O)C=C1[C@H](C[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CO)C)O)F
TETREX,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.O[P+](=O)[O-].O[P+](=O)[O-].O[P+](=O)[O-].O[P+](=O)[O-].O[P+](=O)[O-].[O-][P+](=O)[O-].[Na+]
DIGOXIN PEDIATRIC,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
ZANOSAR,CN(C(=O)N[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O)N=O
STAVUDINE,CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO
DRICORT,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)O
CIPROFLOXACIN EXTENDED RELEASE,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
PROTONIX IV,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C([N-]2)C=C(C=C3)OC(F)F)OC.[Na+]
PRED MILD,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)O
SOLAGE,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C
THEOPHYLLINE 0.04% AND DEXTROSE 5% IN PLASTIC CONTAINER,CN1C2=C(C(=O)N(C1=O)C)NC=N2.O
AFEDITAB CR,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
MONISTAT-DERM,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl
TAVIST ALLERGY/SINUS/HEADACHE,CC(=O)NC1=CC=C(C=C1)O
D.H.E. 45,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C.CS(=O)(=O)O
ORAVIG,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl
PRIMATENE MIST,CNC[C@@H](C1=CC(=C(C=C1)O)O)O
PENLAC,CC1=CC(=O)N(C(=C1)C2CCCCC2)O
PROSTAPHLIN,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O
METVIXIA,COC(=O)CCC(=O)CN.Cl
ZTALMY,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@](C4)(C)O)C)C
ZEPATIER,CC(C)[C@@H](C(=O)N1CCC[C@@H]1C2N=CC(=N2)C3=CC4=C(C=C3)C5=CC6=C(N5[C@@H](O4)C7=CC=CC=C7)C=CC(=C6)C8=CN=C(N8)[C@@H]9CCCN9C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC.CC(C)(C)[C@H]1C(=O)N2C[C@@H](C[C@H]2C(=O)N[C@@]3(C[C@H]3C=C)C(=O)NS(=O)(=O)C4CC4)OC5=NC6=C(C=CC(=C6)OC)N=C5CCCCC[C@@H]7C[C@H]7OC(=O)N1
DYMELOR,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2
ALBENDAZOLE,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
TERRAMYCIN,C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O
PENTACEF,CC(C)(C(=O)O)O/N=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-]
TRIPROLIDINE AND PSEUDOEPHEDRINE,CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC=N3.C[C@@H]([C@H](C1=CC=CC=C1)O)NC.Cl.Cl
STILBETIN,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O
CITALOPRAM HYDROBROMIDE,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F.Br
TRICOR,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl
HYDELTRASOL,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)COP(=O)([O-])[O-])O)CCC4=CC(=O)C=C[C@]34C)O.[Na+].[Na+]
MARCAINE HYDROCHLORIDE W/ EPINEPHRINE,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.CNC[C@@H](C1=CC(=C(C=C1)O)O)O
PROAMATINE,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O.Cl
ETHAMBUTOL HYDROCHLORIDE,CC[C@@H](CO)NCCN[C@@H](CC)CO.Cl.Cl
FEMSTAT,C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl.[N+](=O)(O)[O-]
ZEPOSIA,CC(C)OC1=C(C=C(C=C1)C2=NC(=NO2)C3=C4CC[C@@H](C4=CC=C3)NCCO)C#N
AUGMENTIN ES-600,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C.C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)[O-].[K+]
PICATO,C/C=C(/C)\C(=O)O[C@H]1C(=C[C@@]23[C@@]1([C@@H](C(=C[C@H](C2=O)[C@H]4[C@H](C4(C)C)C[C@H]3C)CO)O)O)C
CLARINEX-D 12 HOUR,C[C@@H]([C@H](C1=CC=CC=C1)O)NC.C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4
ISOPAQUE 440,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)N(C)C(=O)C)I
DUAVEE,CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O.C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O.C[C@]12CC[C@H]3C(=CCC4=C3C=CC(=C4)OS(=O)(=O)O)[C@@H]1CCC2=O.C[C@]12CCC3=C([C@@H]1CCC2=O)C=CC4=C3C=CC(=C4)OS(=O)(=O)O
ESTAZOLAM,C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4
SILODOSIN,C[C@H](CC1=CC2=C(C(=C1)C(=O)N)N(CC2)CCCO)NCCOC3=CC=CC=C3OCC(F)(F)F
LUBIPROSTONE,CCCCC([C@]1(CC[C@H]2[C@H](O1)CC(=O)[C@@H]2CCCCCCC(=O)O)O)(F)F
CYMBALTA,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32.Cl
CLOXAPEN,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-].O.[Na+]
"CODEINE, ASPIRIN, APAP FORMULA NO. 4",CC(=O)NC1=CC=C(C=C1)O.CC(=O)OC1=CC=CC=C1C(=O)O.CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O.OP(=O)(O)O
THEOPHYLLINE 0.16% AND DEXTROSE 5% IN PLASTIC CONTAINER,CN1C2=C(C(=O)N(C1=O)C)NC=N2.O
ENTEREG,C[C@H]1CN(CC[C@@]1(C)C2=CC(=CC=C2)O)C[C@H](CC3=CC=CC=C3)C(=O)NCC(=O)O.O.O
FOLVRON,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N.[O-]S(=O)(=O)[O-].[Fe+2]
CLINDAMYCIN PHOSPHATE AND TRETINOIN,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)OP(=O)(O)O)O)O)[C@H](C)Cl.CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C
NAMENDA XR,CC12CC3CC(C1)(CC(C3)(C2)N)C.Cl
PFIZERPEN VK,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COC3=CC=CC=C3)C(=O)[O-])C.[K+]
CLARITIN HIVES RELIEF REDITAB,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1
SURITAL,CCCC(C)C1(C(=O)NC(=S)NC1=O)CC=C
PERGOLIDE MESYLATE,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC.CS(=O)(=O)O
NIMODIPINE,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC
IMPLANON,CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
RASUVO,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
ESOMEPRAZOLE SODIUM,CC1=CN=C(C(=C1OC)C)C[S@](=O)C2=NC3=C([N-]2)C=C(C=C3)OC.[Na+]
MANNITOL 10% W/ DEXTROSE 5% IN DISTILLED WATER,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O
CALAN,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
VOSPIRE ER,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O.CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O.OS(=O)(=O)O
ASTAGRAF XL,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(/C1)\C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC
PERCORTEN,CC(=O)OCC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
CARDRASE,CCOC1=CC2=C(C=C1)N=C(S2)S(=O)(=O)N
PREDNISOLONE ACETATE,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)O
STIE-CORT,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O
SECUADO,CN1C[C@H]2[C@H](C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24
GOCOVRI,C1C2CC3CC1CC(C2)(C3)N
BREXAFEMME,C[C@H](C(C)C)[C@]1(CC[C@@]2([C@H]3CC[C@H]4[C@]5(COC[C@]4(C3=CC[C@]2([C@@H]1C(=O)O)C)C[C@H]([C@@H]5OC[C@@](C)(C(C)(C)C)N)N6C(=NC=N6)C7=CC=NC=C7)C)C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
NIZATIDINE,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CSC(=N1)CN(C)C
CODIMAL-L.A. 12,C[C@@H]([C@H](C1=CC=CC=C1)O)NC.CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O.Cl
PEDIAMYCIN,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)OC(=O)CCC(=O)OCC)(C)O)C)C)O)(C)O
VECURONIUM BROMIDE,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1N4CCCCC4)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-]
PYLERA,CC1=NC=C(N1CCO)[N+](=O)[O-].C[C@@]1(C2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[OH-].[OH-].[K+].[K+].[K+].[K+].[K+].[Bi+3]
CLOFIBRATE,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl
NASAREL,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)C[C@@H](C5=CC(=O)C=C[C@]35C)F)O
ATACAND HCT,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6.C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
RIMIFON,C1=CN=CC=C1C(=O)NN
DERMATOP,CCC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)OC(=O)OCC
MICRONOR,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
METOLAZONE,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl
ESTRONE,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O
TAFINLAR,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F
OXCARBAZEPINE,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N
NASACORT ALLERGY 24 HOUR,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O
AMIFOSTINE,C(CN)CNCCSP(=O)(O)O
DESOXIMETASONE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@H]1C(=O)CO)C)O)F)C
RENOVUE-DIP,CC(=O)NCC1=C(C(=C(C(=C1I)NC(=O)C)I)C(=O)O)I.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O
DEXACORT,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C
OSTEOLITE,C(P(=O)([O-])[O-])P(=O)([O-])[O-].[OH3+].[OH3+].[99Tc+4]
TORA,CC(C)(CC1=CC=CC=C1)N.Cl
NORVASC,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN
PROCTOCORT,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O
STENDRA,COC1=C(C=C(C=C1)CNC2=NC(=NC=C2C(=O)NCC3=NC=CC=N3)N4CCC[C@H]4CO)Cl
CEFIZOX,CO/N=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=CCS3)C(=O)O
DUTASTERIDE,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CC[C@@H]5[C@@]3(C=CC(=O)N5)C
TAYTULLA,CC(=O)O[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C)C#C.C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O
RYBIX ODT,CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O.Cl
PROGLYCEM,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl
METHYLDOPA AND HYDROCHLOROTHIAZIDE,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N.C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
PROPARACAINE HYDROCHLORIDE,CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N.Cl
SELENOMETHIONINE SE 75,C[75Se]CC[C@@H](C(=O)O)N
CIS-MDP,C(P(=O)([O-])[O-])P(=O)([O-])[O-].O.O.[98Tc+4]
DARVON COMPOUND,CCOC1=CC=C(C=C1)NC(=O)C
ESCLIM,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O
REGLAN,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl
MEASURIN,CC(=O)OC1=CC=CC=C1C(=O)O
SULFAMETHOXAZOLE AND TRIMETHOPRIM SINGLE STRENGTH,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
FLUOXETINE HYDROCHLORIDE,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F.Cl
MEXILETINE HYDROCHLORIDE,CC1=C(C(=CC=C1)C)OCC(C)N.Cl
LANIAZID,C1=CN=CC=C1C(=O)NN
HOMAPIN-10,C[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(C3=CC=CC=C3)O)C.[Br-]
ABILIFY MYCITE KIT,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl
CORTRIL,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O
ALEVE-D SINUS & COLD,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O.C[C@@H]([C@H](C1=CC=CC=C1)O)NC.Cl
SINOGRAFIN,C[NH2+]C[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C[NH2+]C[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)[O-])I)I)I)C(=O)[O-])I
GILDESS FE 1.5/30,CC(=O)O[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C)C#C.C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O.C(=C/C(=O)[O-])\C(=O)[O-].[Fe+2]
OXILAN-300,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCCO)I
THEOPHYLLINE 0.08% AND DEXTROSE 5% IN PLASTIC CONTAINER,CN1C2=C(C(=O)N(C1=O)C)NC=N2.O
INVOKAMET,CC1=C(C=C(C=C1)[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)CC3=CC=C(S3)C4=CC=C(C=C4)F.CN(C)C(=N)N=C(N)N
VISIONBLUE,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C(C=C4C=C3S(=O)(=O)[O-])S(=O)(=O)[O-])N)O)C)N=NC5=C(C6=C(C=C(C=C6C=C5S(=O)(=O)[O-])S(=O)(=O)[O-])N)O.[Na+].[Na+].[Na+].[Na+]
HYZYD,C1=CN=CC=C1C(=O)NN
DIFLUCAN IN SODIUM CHLORIDE 0.9%,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
NITHIODOTE,N(=O)[O-].O.O.O.O.O.[O-]S(=O)(=S)[O-].[Na+].[Na+].[Na+]
CAVERJECT IMPULSE,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)O)O)O
SOXAZOLE,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N
BREVICON 28-DAY,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34.C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O
TRANDOLAPRIL,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCCC[C@@H]3C[C@H]2C(=O)O
INDIUM IN 111 OXYQUINOLINE,C1=CC2=C(C(=C1)[O-])N=CC=C2.C1=CC2=C(C(=C1)[O-])N=CC=C2.C1=CC2=C(C(=C1)[O-])N=CC=C2.[111In+3]
METHOTREXATE PRESERVATIVE FREE,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].[Na+].[Na+]
V-CILLIN,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C
AZTREONAM,C[C@H]1[C@@H](C(=O)N1S(=O)(=O)O)NC(=O)/C(=N\OC(C)(C)C(=O)O)/C2=CSC(=N2)N
PANDEL,CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)COC(=O)CC
ACTIVELLA,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
MOXAM,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)C(C4=CC=C(C=C4)O)C(=O)[O-])OC)OC2)C(=O)[O-].[Na+].[Na+]
GEOPEN,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)[O-])C(=O)[O-])C.[Na+].[Na+]
MARLISSA,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34.C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O
NEORAL,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C
VABOMERE,B1([C@H](CC[C@H](O1)CC(=O)O)NC(=O)CC2=CC=CS2)O.C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)N(C)C)C(=O)O)[C@@H](C)O
HALOPERIDOL LACTATE,CC(C(=O)O)O.C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
